,Title,Description,Company,Location,Actively_Hiring,ListDate,DaysAgo,Link,Latest,Scraped
35,Développeur RPA/UIPATH,"AFD.TECH part of Accenture est le spécialiste du conseil en transformation digitale des grandes entreprises.

A ce jour, le Groupe est composé de 2.000 talents répartis dans 3 pays 🌍 (France, Belgique & Maroc) pour un chiffre d’affaires annuel de 118M€ !",AFD Technologies,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-rpa-uipath-at-afd-tech-3778506111?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=zCsC1hjoYiIX0HM4fyo2OA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
37,DevOps Engineer,"Position
We currently have an opportunity for DevOps / DevSecOps Engineer.
Duties include, but are not limited to:
Participate in the design, build, management, monitoring and operation of current platforms using modern DevSecOps tools and practices.",Masarat App,"Préfecture de Skhirate-Témara, Rabat-Salé-Kenitra, Morocco",No,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/devops-engineer-at-masarat-app-3782136895?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=7Lg4DhQs%2F7rOVpp4JRr9YQ%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
38,AD Reprocessing DevOps Engineer – Junior H/F,"The newly shaped Software Organization is currently seeking a brilliant Software developer to join the Autonomous Driving Reprocessing team.

As a DevOps Engineer, you will be required to develop and deploy the software's / applications in the Reprocessing platform, which enables our stakeholders to perform tests on the data collected from the Test vehicles.



Basic Requirements

Master's Degree in Computer Engineering, Information technology or any Computer Science background.



Apache Airflow and Dockers containers

Continuous Integration / Continuous Development

Git/GitHub or other versioning tools

Scripting like JavaScript, shell, bash, etc.

Understanding of software development life cycle, from coding and deployment to maintenance and updates

Effective communication, collaboration, analytical and problem-solving skills

Proficient in Linux OS

Fluent in English

Nice to have

Knowledge of C++ and Java programming languages

Knowledge of autonomous systems applications

Solid command knowledge on data structures and algorithms

Working experience in Python scripting

Knowledge of Agile methodology

Knowledge of Matlab/Simulink

At Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.",Stellantis,"Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ad-reprocessing-devops-engineer-%E2%80%93-junior-h-f-at-stellantis-3543046107?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=G5pzrbXLXFsoXgJpdyrdMw%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
43,Full Stack Engineer,"Full Stack C# Developer - M/F Rabat
About marKoub.ma
Founded in 2017, MarKoub.ma is the first and only Moroccan platform for bus ticket reservations. Our website and mobile application allow travelers to compare prices and schedules from over 70 carriers, and to book their ticket in less than two minutes. The company leverages technological innovations to provide travelers with the best customer experience, comparing routes for each destination, offering the option to select their seat, and providing multiple payment methods through credit cards or cash.",marKoub.ma,"Rabat, Rabat-Salé-Kenitra, Morocco",No,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/full-stack-engineer-at-markoub-ma-3778467634?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=v%2BYRnppjZeCrUJyQATDjaA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
119,Data Ops Engineer | Devoteam Maroc Nearshore,"Description de l'entreprise

Chez Devoteam, nous sommes des « Digital Transformakers ». Le respect, la franchise et la passion animent chaque jour notre tribu. 

Ensemble, nous aidons nos clients à remporter la bataille du Digital : du conseil à la mise en œuvre de technologies innovantes, jusqu’à l’adoption des usages.

Cloud, Cybersecurity, Data, DevOps, Fullstack Dev, Low Code, RPA n’ont plus aucun secret pour notre tribu ! 

Nos 10 000+ collaborateurs sont certifiés, formés et accompagnés au quotidien pour relever de nouveaux challenges innovants.

Leader du Cloud, de la Cybersécurité et de la Data en EMEA, le Groupe Devoteam a réalisé en 2022 un chiffre d’affaires de 1,036 milliard d’euros et se donne pour ambition de le doubler dans les 5 années à venir.

Devoteam Maroc, acteur de référence dans les expertises IT depuis plus de 30 ans  (350+ consultants) accélère sa croissance en développant ses activités d’expertise en nearshore pour répondre aux besoins de nos clients français, européens et moyen orientaux.








Dans un monde où les sources de données sont en constante évolution, Devoteam Data Driven aide ses clients à transformer leurs données en informations exploitables et les rendre ainsi impactantes pour plus de valeur business.

Data Driven adresse les 3 grandes dimensions suivantes : Data Strategy, Data for Business et Data Foundation en appui d’expertise chez ses clients pour les rendre encore plus performants et compétitifs au quotidien.

Au sein des équipes Nearshore de Devoteam Maroc, tu rejoindras les équipes de la tribu Data Foundation : une équipe enthousiaste de Data Engineers, de Data Ops, de Tech lead architectes et de chefs de projets travaillant sur les plateformes et l’écosystème Data : designer, construire et moderniser les plateformes et solutions Data, concevoir les data pipelines en mettant l’accent sur l’agilité et le DevOps appliqué à la Data. 

Et plus particulièrement une communauté d’ingénieurs/architectes Data Ops experte dans la gestion des opérations, l'automatisation, la fiabilité des composants et plateformes Data demain encore plus qu’aujourd’hui “nativement Cloud” et dans leur capacité et aptitude à collaborer avec les équipes de développement et d'exploitation

Tu seras le maillon essentiel pour :



Tu donneras ta pleine mesure par la maîtrise de tes fondamentaux techniques, ta connaissance sur le bout des doigts des activités de [Site Reliability Engineer] appliquées à la Data, des plateformes et composants Data et surtout en affirmant ta volonté à comprendre les besoins et l’offre de service sur  lesquels tu travailleras.

Ton terrain de jeu : la distribution, l’énergie, la finance, l’industrie, la santé et les transports avec plein de cas d’usage et de nouveaux défis Data à relever ensemble notamment la Data dans le Cloud.





Et plus sérieusement :",Devoteam,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/data-ops-engineer-devoteam-maroc-nearshore-at-devoteam-3762162160?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=zv8wgiBGvquOvoQP8Oaodw%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
113,Stage PFE : Ingénieur développeur front-end et back-end,"Vos missions au quotidien

RAS

Et si c’était vous ?

Si vous êtes sur le point de et que vous partagez notre passion pour les , alors vous êtes le candidat idéal pour nos offres.



Avec une présence historique en Afrique, le Groupe Société Générale, acteur de référence sur le marché bancaire, présente un positionnement unique sur la région, qui lui permet d’offrir à ses clients l'expertise et le savoir-faire d'une banque internationale et la proximité d'une banque locale. Société Générale y accompagne les économies locales et sert 3,7 millions de clients dont 150 000 entreprises.

Notre challenge sur le continent africain est d'améliorer nos parts de marché en continuant à être innovants et en nous appuyant sur toutes les expertises du Groupe pour développer notre offre.

SG ABS est un centre d’expertise des filières IT pour ses filiales Africaines.

Présent sur deux sites :



Nous sommes un et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à , quels que soient leurs croyances, âge, handicap, origine ethnique, nationalité, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.",Societe Generale,"Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/stage-pfe-ing%C3%A9nieur-d%C3%A9veloppeur-front-end-et-back-end-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-3780551744?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=JOZq%2BVkI48Fejn8yFogYlA%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
107,AD Software Engineer - Senior H/F,"The newly shaped Software Organization is currently seeking brilliant Senior Software Engineers to join the Autonomous Driving software teams.

As a Senior Software Engineer you will be required to design and develop clean and highly scalable code for our Autonomous Driving stack. As a senior member of the team, you will also be expected to provide hands-on technical guidance and to actively contribute to the technical growth of the team. You will test your solutions on SiL, HiL, ViL and on the real vehicles, and so you will have a big impact on shaping our present and future autonomous driving products.











At Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.",Stellantis,"Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ad-software-engineer-senior-h-f-at-stellantis-3543041874?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=gKvDdy8PiqP1T2Yz003XFw%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
53,BCG X Platform Engineer Manager,"What You'll Do

You will be involved in all aspects of web-development maintenance by playing a critical role in design, planning, development, deployment and maintenance; help develop best practices for continual improvements


YOU'RE GOOD AT







YOU'LL WORK WITH

You will work with the Product and Project teams and/or client technical and broader BCG X team. You will also work closely with internal teams such as Security, Data-Bases, Identity etc.



As part of BCG X platform operation team, we are supporting Software Products and Data analytic Project teams. We understand the needs of our client facing teams to develop the products used by case teams to assist in the delivery of compelling business insights. This includes support platform capabilities for our BCG X teams in developing, deploying, and operating BCG X case projects and products for BCG's clients. We perform a business-critical services, enabling many different components of the business to deliver an amazing experience in a cost recovery model. Our services are provided in a secure and highly available environment, developing solutions which exactly meet needs of our customers, and enabling operations teams to be successful from provision to delivery, while maintaining the highest level of security and client discretion. Some Examples include:",Boston Consulting Group (BCG),"Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/bcg-x-platform-engineer-manager-at-boston-consulting-group-bcg-3768117485?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=PP3MO2ctzEHTwQXuFZsNDg%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
55,Data Engineer,"En rejoignant inwi en tant que Data Engineer, vous aurez comme rôle essentiel la conduite de projets de transformation ambitieux à travers l’exploitation des données des inwi.

Ainsi vous aurez pour missions :",inwi,"Prefecture of Casablanca, Casablanca-Settat, Morocco",No,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/data-engineer-at-inwi-3779824342?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=pE5Hcs73sqKzDE5JFhw87Q%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
57,Développeur VBA,"AVL est le leader mondial des technologies de mobilité pour le développement, la simulation et les essais dans l'industrie automobile et dans d'autres secteurs. En tant que fournisseur mondial de technologies, les offres d'AVL vont de la simulation, de la virtualisation et de l'automatisation des essais pour le développement de produits à l'ADAS/AD et aux logiciels pour véhicules.",AVL,Rabat Metropolitan Area,Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-vba-at-avl-3779882189?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=kFdhtA%2B8o5KRJNplzfEGRQ%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
